wl,n
1.903000E+01,3.470172E+00
1.904000E+01,3.470172E+00
1.905000E+01,3.470172E+00
1.906000E+01,3.470173E+00
1.907000E+01,3.470173E+00
1.908000E+01,3.470173E+00
1.909000E+01,3.470173E+00
1.910000E+01,3.470173E+00
1.911000E+01,3.470174E+00
1.912000E+01,3.470174E+00
1.913000E+01,3.470174E+00
1.914000E+01,3.470174E+00
1.915000E+01,3.470175E+00
1.916000E+01,3.470175E+00
1.917000E+01,3.470175E+00
1.918000E+01,3.470176E+00
1.919000E+01,3.470176E+00
1.920000E+01,3.470176E+00
1.921000E+01,3.470177E+00
1.922000E+01,3.470177E+00
1.923000E+01,3.470177E+00
1.924000E+01,3.470178E+00
1.925000E+01,3.470178E+00
1.926000E+01,3.470179E+00
1.927000E+01,3.470179E+00
1.928000E+01,3.470180E+00
1.929000E+01,3.470180E+00
1.930000E+01,3.470180E+00
1.931000E+01,3.470181E+00
1.932000E+01,3.470182E+00
1.933000E+01,3.470182E+00
1.934000E+01,3.470183E+00
1.935000E+01,3.470183E+00
1.936000E+01,3.470184E+00
1.937000E+01,3.470184E+00
1.938000E+01,3.470185E+00
1.939000E+01,3.470185E+00
1.940000E+01,3.470186E+00
1.941000E+01,3.470187E+00
1.942000E+01,3.470187E+00
1.943000E+01,3.470188E+00
1.944000E+01,3.470188E+00
1.945000E+01,3.470189E+00
1.946000E+01,3.470190E+00
1.947000E+01,3.470190E+00
1.948000E+01,3.470191E+00
1.949000E+01,3.470192E+00
1.950000E+01,3.470192E+00
1.951000E+01,3.470193E+00
1.952000E+01,3.470194E+00
1.953000E+01,3.470195E+00
1.954000E+01,3.470195E+00
1.955000E+01,3.470196E+00
1.956000E+01,3.470197E+00
1.957000E+01,3.470198E+00
1.958000E+01,3.470198E+00
1.959000E+01,3.470199E+00
1.960000E+01,3.470200E+00
1.961000E+01,3.470201E+00
1.962000E+01,3.470201E+00
1.963000E+01,3.470202E+00
1.964000E+01,3.470203E+00
1.965000E+01,3.470204E+00
1.966000E+01,3.470204E+00
1.967000E+01,3.470205E+00
1.968000E+01,3.470206E+00
1.969000E+01,3.470207E+00
1.970000E+01,3.470208E+00
1.971000E+01,3.470208E+00
1.972000E+01,3.470209E+00
1.973000E+01,3.470210E+00
1.974000E+01,3.470211E+00
1.975000E+01,3.470212E+00
1.976000E+01,3.470213E+00
1.977000E+01,3.470213E+00
1.978000E+01,3.470214E+00
1.979000E+01,3.470215E+00
1.980000E+01,3.470216E+00
1.981000E+01,3.470217E+00
1.982000E+01,3.470218E+00
1.983000E+01,3.470218E+00
1.984000E+01,3.470219E+00
1.985000E+01,3.470220E+00
1.986000E+01,3.470221E+00
1.987000E+01,3.470222E+00
1.988000E+01,3.470223E+00
1.989000E+01,3.470223E+00
1.990000E+01,3.470224E+00
1.991000E+01,3.470225E+00
1.992000E+01,3.470226E+00
1.993000E+01,3.470227E+00
1.994000E+01,3.470228E+00
1.995000E+01,3.470228E+00
1.996000E+01,3.470229E+00
1.997000E+01,3.470230E+00
1.998000E+01,3.470231E+00
1.999000E+01,3.470232E+00
2.000000E+01,3.470232E+00
wl,k
1.033000E-01,7.260000E-01
1.078000E-01,8.470000E-01
1.127000E-01,9.460000E-01
1.181000E-01,1.040000E+00
1.240000E-01,1.140000E+00
1.305000E-01,1.240000E+00
1.378000E-01,1.350000E+00
1.459000E-01,1.470000E+00
1.550000E-01,1.600000E+00
1.653000E-01,1.740000E+00
1.771000E-01,1.890000E+00
1.907000E-01,2.070000E+00
2.066000E-01,2.280000E+00
2.254000E-01,2.510000E+00
2.480000E-01,2.760000E+00
2.583000E-01,2.850000E+00
2.695000E-01,2.930000E+00
2.818000E-01,2.990000E+00
2.952000E-01,3.040000E+00
3.100000E-01,3.060000E+00
3.263000E-01,3.000000E+00
3.444000E-01,2.880000E+00
3.543000E-01,2.790000E+00
3.647000E-01,2.660000E+00
3.875000E-01,2.380000E+00
4.133000E-01,2.020000E+00
4.428000E-01,1.640000E+00
4.769000E-01,1.280000E+00
4.960000E-01,1.120000E+00
5.166000E-01,9.690000E-01
5.636000E-01,6.900000E-01
6.199000E-01,4.610000E-01
6.526000E-01,3.630000E-01
6.888000E-01,2.710000E-01
7.293000E-01,1.990000E-01
7.749000E-01,1.360000E-01
8.266000E-01,8.120000E-02
8.856000E-01,4.010000E-02
9.538000E-01,0.000000E+00
1.033000E+00,0.000000E+00
1.127000E+00,0.000000E+00
1.240000E+00,0.000000E+00
1.378000E+00,0.000000E+00
1.550000E+00,0.000000E+00
2.000000E+00,4.260000E-08
2.010000E+00,4.330000E-08
2.020000E+00,4.390000E-08
2.030000E+00,4.460000E-08
2.040000E+00,4.530000E-08
2.050000E+00,4.600000E-08
2.060000E+00,4.670000E-08
2.070000E+00,4.740000E-08
2.080000E+00,4.810000E-08
2.090000E+00,4.880000E-08
2.100000E+00,4.950000E-08
2.110000E+00,5.030000E-08
2.120000E+00,5.100000E-08
2.130000E+00,5.180000E-08
2.140000E+00,5.250000E-08
2.150000E+00,5.330000E-08
2.160000E+00,5.410000E-08
2.170000E+00,5.480000E-08
2.180000E+00,5.560000E-08
2.190000E+00,5.640000E-08
2.200000E+00,5.720000E-08
2.210000E+00,5.800000E-08
2.220000E+00,5.880000E-08
2.230000E+00,5.970000E-08
2.240000E+00,6.050000E-08
2.250000E+00,6.140000E-08
2.260000E+00,6.220000E-08
2.270000E+00,6.310000E-08
2.280000E+00,6.390000E-08
2.290000E+00,6.480000E-08
2.300000E+00,6.570000E-08
2.310000E+00,6.660000E-08
2.320000E+00,6.750000E-08
2.330000E+00,6.840000E-08
2.340000E+00,6.930000E-08
2.350000E+00,7.020000E-08
2.360000E+00,7.120000E-08
2.370000E+00,7.210000E-08
2.380000E+00,7.310000E-08
2.390000E+00,7.400000E-08
2.400000E+00,7.500000E-08
2.410000E+00,7.600000E-08
2.420000E+00,7.700000E-08
2.430000E+00,7.800000E-08
2.440000E+00,7.900000E-08
2.450000E+00,8.000000E-08
2.460000E+00,8.100000E-08
2.470000E+00,8.200000E-08
2.480000E+00,8.310000E-08
2.490000E+00,8.410000E-08
2.500000E+00,8.520000E-08
2.510000E+00,8.630000E-08
2.520000E+00,8.740000E-08
2.530000E+00,8.840000E-08
2.540000E+00,8.950000E-08
2.550000E+00,9.070000E-08
2.560000E+00,9.180000E-08
2.570000E+00,9.290000E-08
2.580000E+00,9.400000E-08
2.590000E+00,9.520000E-08
2.600000E+00,9.640000E-08
2.610000E+00,9.750000E-08
2.620000E+00,9.870000E-08
2.630000E+00,9.990000E-08
2.640000E+00,1.011000E-07
2.650000E+00,1.023000E-07
2.660000E+00,1.035000E-07
2.670000E+00,1.048000E-07
2.680000E+00,1.060000E-07
2.690000E+00,1.072000E-07
2.700000E+00,1.085000E-07
2.710000E+00,1.098000E-07
2.720000E+00,1.111000E-07
2.730000E+00,1.124000E-07
2.740000E+00,1.137000E-07
2.750000E+00,1.150000E-07
2.760000E+00,1.163000E-07
2.770000E+00,1.176000E-07
2.780000E+00,1.190000E-07
2.790000E+00,1.204000E-07
2.800000E+00,1.217000E-07
2.810000E+00,1.231000E-07
2.820000E+00,1.245000E-07
2.830000E+00,1.259000E-07
2.840000E+00,1.273000E-07
2.850000E+00,1.287000E-07
2.860000E+00,1.302000E-07
2.870000E+00,1.316000E-07
2.880000E+00,1.331000E-07
2.890000E+00,1.346000E-07
2.900000E+00,1.361000E-07
2.910000E+00,1.376000E-07
2.920000E+00,1.391000E-07
2.930000E+00,1.406000E-07
2.940000E+00,1.421000E-07
2.950000E+00,1.437000E-07
2.960000E+00,1.452000E-07
2.970000E+00,1.468000E-07
2.980000E+00,1.484000E-07
2.990000E+00,1.500000E-07
3.000000E+00,1.516000E-07
3.010000E+00,1.532000E-07
3.020000E+00,1.548000E-07
3.030000E+00,1.565000E-07
3.040000E+00,1.581000E-07
3.050000E+00,1.598000E-07
3.060000E+00,1.615000E-07
3.070000E+00,1.632000E-07
3.080000E+00,1.649000E-07
3.090000E+00,1.666000E-07
3.100000E+00,1.683000E-07
3.110000E+00,1.701000E-07
3.120000E+00,1.719000E-07
3.130000E+00,1.736000E-07
3.140000E+00,1.754000E-07
3.150000E+00,1.772000E-07
3.160000E+00,1.790000E-07
3.170000E+00,1.809000E-07
3.180000E+00,1.827000E-07
3.190000E+00,1.846000E-07
3.200000E+00,1.864000E-07
3.210000E+00,1.883000E-07
3.220000E+00,1.902000E-07
3.230000E+00,1.921000E-07
3.240000E+00,1.941000E-07
3.250000E+00,1.960000E-07
3.260000E+00,1.980000E-07
3.270000E+00,1.999000E-07
3.280000E+00,2.019000E-07
3.290000E+00,2.039000E-07
3.300000E+00,2.059000E-07
3.310000E+00,2.079000E-07
3.320000E+00,2.100000E-07
3.330000E+00,2.120000E-07
3.340000E+00,2.141000E-07
3.350000E+00,2.162000E-07
3.360000E+00,2.183000E-07
3.370000E+00,2.204000E-07
3.380000E+00,2.226000E-07
3.390000E+00,2.247000E-07
3.400000E+00,2.269000E-07
3.410000E+00,2.290000E-07
3.420000E+00,2.312000E-07
3.430000E+00,2.334000E-07
3.440000E+00,2.357000E-07
3.450000E+00,2.379000E-07
3.460000E+00,2.402000E-07
3.470000E+00,2.424000E-07
3.480000E+00,2.447000E-07
3.490000E+00,2.470000E-07
3.500000E+00,2.494000E-07
3.510000E+00,2.517000E-07
3.520000E+00,2.541000E-07
3.530000E+00,2.564000E-07
3.540000E+00,2.588000E-07
3.550000E+00,2.612000E-07
3.560000E+00,2.636000E-07
3.570000E+00,2.661000E-07
3.580000E+00,2.685000E-07
3.590000E+00,2.710000E-07
3.600000E+00,2.735000E-07
3.610000E+00,2.760000E-07
3.620000E+00,2.785000E-07
3.630000E+00,2.811000E-07
3.640000E+00,2.836000E-07
3.650000E+00,2.862000E-07
3.660000E+00,2.888000E-07
3.670000E+00,2.914000E-07
3.680000E+00,2.941000E-07
3.690000E+00,2.967000E-07
3.700000E+00,2.994000E-07
3.710000E+00,3.021000E-07
3.720000E+00,3.048000E-07
3.730000E+00,3.075000E-07
3.740000E+00,3.102000E-07
3.750000E+00,3.130000E-07
3.760000E+00,3.158000E-07
3.770000E+00,3.186000E-07
3.780000E+00,3.214000E-07
3.790000E+00,3.242000E-07
3.800000E+00,3.271000E-07
3.810000E+00,3.299000E-07
3.820000E+00,3.328000E-07
3.830000E+00,3.357000E-07
3.840000E+00,3.387000E-07
3.850000E+00,3.416000E-07
3.860000E+00,3.446000E-07
3.870000E+00,3.476000E-07
3.880000E+00,3.506000E-07
3.890000E+00,3.536000E-07
3.900000E+00,3.567000E-07
3.910000E+00,3.597000E-07
3.920000E+00,3.628000E-07
3.930000E+00,3.659000E-07
3.940000E+00,3.691000E-07
3.950000E+00,3.722000E-07
3.960000E+00,3.754000E-07
3.970000E+00,3.786000E-07
3.980000E+00,3.818000E-07
3.990000E+00,3.851000E-07
4.000000E+00,3.883000E-07
4.010000E+00,3.916000E-07
4.020000E+00,3.949000E-07
4.030000E+00,3.982000E-07
4.040000E+00,4.016000E-07
4.050000E+00,4.049000E-07
4.060000E+00,4.083000E-07
4.070000E+00,4.117000E-07
4.080000E+00,4.152000E-07
4.090000E+00,4.186000E-07
4.100000E+00,4.221000E-07
4.110000E+00,4.256000E-07
4.120000E+00,4.291000E-07
4.130000E+00,4.327000E-07
4.140000E+00,4.362000E-07
4.150000E+00,4.398000E-07
4.160000E+00,4.434000E-07
4.170000E+00,4.471000E-07
4.180000E+00,4.508000E-07
4.190000E+00,4.544000E-07
4.200000E+00,4.582000E-07
4.210000E+00,4.619000E-07
4.220000E+00,4.656000E-07
4.230000E+00,4.694000E-07
4.240000E+00,4.732000E-07
4.250000E+00,4.771000E-07
4.260000E+00,4.809000E-07
4.270000E+00,4.848000E-07
4.280000E+00,4.887000E-07
4.290000E+00,4.926000E-07
4.300000E+00,4.966000E-07
4.310000E+00,5.006000E-07
4.320000E+00,5.046000E-07
4.330000E+00,5.086000E-07
4.340000E+00,5.127000E-07
4.350000E+00,5.168000E-07
4.360000E+00,5.209000E-07
4.370000E+00,5.250000E-07
4.380000E+00,5.292000E-07
4.390000E+00,5.334000E-07
4.400000E+00,5.376000E-07
4.410000E+00,5.418000E-07
4.420000E+00,5.461000E-07
4.430000E+00,5.504000E-07
4.440000E+00,5.547000E-07
4.450000E+00,5.591000E-07
4.460000E+00,5.635000E-07
4.470000E+00,5.679000E-07
4.480000E+00,5.723000E-07
4.490000E+00,5.768000E-07
4.500000E+00,5.812000E-07
4.510000E+00,5.858000E-07
4.520000E+00,5.903000E-07
4.530000E+00,5.949000E-07
4.540000E+00,5.995000E-07
4.550000E+00,6.041000E-07
4.560000E+00,6.088000E-07
4.570000E+00,6.135000E-07
4.580000E+00,6.182000E-07
4.590000E+00,6.230000E-07
4.600000E+00,6.277000E-07
4.610000E+00,6.326000E-07
4.620000E+00,6.374000E-07
4.630000E+00,6.423000E-07
4.640000E+00,6.472000E-07
4.650000E+00,6.521000E-07
4.660000E+00,6.571000E-07
4.670000E+00,6.621000E-07
4.680000E+00,6.671000E-07
4.690000E+00,6.722000E-07
4.700000E+00,6.773000E-07
4.710000E+00,6.824000E-07
4.720000E+00,6.875000E-07
4.730000E+00,6.927000E-07
4.740000E+00,6.979000E-07
4.750000E+00,7.032000E-07
4.760000E+00,7.085000E-07
4.770000E+00,7.138000E-07
4.780000E+00,7.191000E-07
4.790000E+00,7.245000E-07
4.800000E+00,7.299000E-07
4.810000E+00,7.354000E-07
4.820000E+00,7.409000E-07
4.830000E+00,7.464000E-07
4.840000E+00,7.520000E-07
4.850000E+00,7.576000E-07
4.860000E+00,7.632000E-07
4.870000E+00,7.688000E-07
4.880000E+00,7.745000E-07
4.890000E+00,7.803000E-07
4.900000E+00,7.860000E-07
4.910000E+00,7.918000E-07
4.920000E+00,7.977000E-07
4.930000E+00,8.035000E-07
4.940000E+00,8.094000E-07
4.950000E+00,8.154000E-07
4.960000E+00,8.214000E-07
4.970000E+00,8.274000E-07
4.980000E+00,8.335000E-07
4.990000E+00,8.396000E-07
5.000000E+00,8.457000E-07
5.010000E+00,8.519000E-07
5.020000E+00,8.581000E-07
5.030000E+00,8.643000E-07
5.040000E+00,8.706000E-07
5.050000E+00,8.769000E-07
5.060000E+00,8.833000E-07
5.070000E+00,8.897000E-07
5.080000E+00,8.962000E-07
5.090000E+00,9.026000E-07
5.100000E+00,9.092000E-07
5.110000E+00,9.157000E-07
5.120000E+00,9.223000E-07
5.130000E+00,9.290000E-07
5.140000E+00,9.357000E-07
5.150000E+00,9.424000E-07
5.160000E+00,9.492000E-07
5.170000E+00,9.560000E-07
5.180000E+00,9.629000E-07
5.190000E+00,9.698000E-07
5.200000E+00,9.767000E-07
5.210000E+00,9.837000E-07
5.220000E+00,9.907000E-07
5.230000E+00,9.978000E-07
5.240000E+00,1.004900E-06
5.250000E+00,1.012100E-06
5.260000E+00,1.019300E-06
5.270000E+00,1.026500E-06
5.280000E+00,1.033800E-06
5.290000E+00,1.041200E-06
5.300000E+00,1.048600E-06
5.310000E+00,1.056000E-06
5.320000E+00,1.063500E-06
5.330000E+00,1.071000E-06
5.340000E+00,1.078600E-06
5.350000E+00,1.086200E-06
5.360000E+00,1.093900E-06
5.370000E+00,1.101600E-06
5.380000E+00,1.109300E-06
5.390000E+00,1.117200E-06
5.400000E+00,1.125000E-06
5.410000E+00,1.132900E-06
5.420000E+00,1.140900E-06
5.430000E+00,1.148900E-06
5.440000E+00,1.157000E-06
5.450000E+00,1.165100E-06
5.460000E+00,1.173200E-06
5.470000E+00,1.181500E-06
5.480000E+00,1.189700E-06
5.490000E+00,1.198000E-06
5.500000E+00,1.206400E-06
5.510000E+00,1.214800E-06
5.520000E+00,1.223300E-06
5.530000E+00,1.231800E-06
5.540000E+00,1.240400E-06
5.550000E+00,1.249100E-06
5.560000E+00,1.257700E-06
5.570000E+00,1.266500E-06
5.580000E+00,1.275300E-06
5.590000E+00,1.284100E-06
5.600000E+00,1.293100E-06
5.610000E+00,1.302000E-06
5.620000E+00,1.311000E-06
5.630000E+00,1.320100E-06
5.640000E+00,1.329300E-06
5.650000E+00,1.338500E-06
5.660000E+00,1.347700E-06
5.670000E+00,1.357000E-06
5.680000E+00,1.366400E-06
5.690000E+00,1.375800E-06
5.700000E+00,1.385300E-06
5.710000E+00,1.394900E-06
5.720000E+00,1.404500E-06
5.730000E+00,1.414200E-06
5.740000E+00,1.423900E-06
5.750000E+00,1.433700E-06
5.760000E+00,1.443600E-06
5.770000E+00,1.453500E-06
5.780000E+00,1.463500E-06
5.790000E+00,1.473500E-06
5.800000E+00,1.483600E-06
5.810000E+00,1.493800E-06
5.820000E+00,1.504100E-06
5.830000E+00,1.514400E-06
5.840000E+00,1.524700E-06
5.850000E+00,1.535200E-06
5.860000E+00,1.545700E-06
5.870000E+00,1.556300E-06
5.880000E+00,1.566900E-06
5.890000E+00,1.577600E-06
5.900000E+00,1.588400E-06
5.910000E+00,1.599300E-06
5.920000E+00,1.610200E-06
5.930000E+00,1.621200E-06
5.940000E+00,1.632300E-06
5.950000E+00,1.643400E-06
5.960000E+00,1.654600E-06
5.970000E+00,1.665900E-06
5.980000E+00,1.677300E-06
5.990000E+00,1.688700E-06
6.000000E+00,1.700200E-06
6.010000E+00,1.711800E-06
6.020000E+00,1.723400E-06
6.030000E+00,1.735200E-06
6.040000E+00,1.747000E-06
6.050000E+00,1.758900E-06
6.060000E+00,1.770800E-06
6.070000E+00,1.782900E-06
6.080000E+00,1.795000E-06
6.090000E+00,1.807200E-06
6.100000E+00,1.819500E-06
6.110000E+00,1.831800E-06
6.120000E+00,1.844300E-06
6.130000E+00,1.856800E-06
6.140000E+00,1.869400E-06
6.150000E+00,1.882100E-06
6.160000E+00,1.894900E-06
6.170000E+00,1.907800E-06
6.180000E+00,1.920700E-06
6.190000E+00,1.933800E-06
6.200000E+00,1.946900E-06
6.210000E+00,1.960100E-06
6.220000E+00,1.973400E-06
6.230000E+00,1.986800E-06
6.240000E+00,2.000300E-06
6.250000E+00,2.013800E-06
6.260000E+00,2.027500E-06
6.270000E+00,2.041300E-06
6.280000E+00,2.055100E-06
6.290000E+00,2.069100E-06
6.300000E+00,2.083100E-06
6.310000E+00,2.097200E-06
6.320000E+00,2.111500E-06
6.330000E+00,2.125800E-06
6.340000E+00,2.140200E-06
6.350000E+00,2.154700E-06
6.360000E+00,2.169400E-06
6.370000E+00,2.184100E-06
6.380000E+00,2.198900E-06
6.390000E+00,2.213800E-06
6.400000E+00,2.228900E-06
6.410000E+00,2.244000E-06
6.420000E+00,2.259200E-06
6.430000E+00,2.274600E-06
6.440000E+00,2.290000E-06
6.450000E+00,2.305600E-06
6.460000E+00,2.321300E-06
6.470000E+00,2.337000E-06
6.480000E+00,2.352900E-06
6.490000E+00,2.368900E-06
6.500000E+00,2.385000E-06
6.510000E+00,2.401300E-06
6.520000E+00,2.417600E-06
6.530000E+00,2.434100E-06
6.540000E+00,2.450600E-06
6.550000E+00,2.467300E-06
6.560000E+00,2.484100E-06
6.570000E+00,2.501100E-06
6.580000E+00,2.518100E-06
6.590000E+00,2.535300E-06
6.600000E+00,2.552600E-06
6.610000E+00,2.570000E-06
6.620000E+00,2.587600E-06
6.630000E+00,2.605200E-06
6.640000E+00,2.623000E-06
6.650000E+00,2.641000E-06
6.660000E+00,2.659000E-06
6.670000E+00,2.677200E-06
6.680000E+00,2.695600E-06
6.690000E+00,2.714000E-06
6.700000E+00,2.732600E-06
6.710000E+00,2.751400E-06
6.720000E+00,2.770200E-06
6.730000E+00,2.789300E-06
6.740000E+00,2.808400E-06
6.750000E+00,2.827700E-06
6.760000E+00,2.847200E-06
6.770000E+00,2.866700E-06
6.780000E+00,2.886500E-06
6.790000E+00,2.906400E-06
6.800000E+00,2.926400E-06
6.810000E+00,2.946600E-06
6.820000E+00,2.966900E-06
6.830000E+00,2.987400E-06
6.840000E+00,3.008100E-06
6.850000E+00,3.028900E-06
6.860000E+00,3.049900E-06
6.870000E+00,3.071000E-06
6.880000E+00,3.092300E-06
6.890000E+00,3.113800E-06
6.900000E+00,3.135400E-06
6.910000E+00,3.157200E-06
6.920000E+00,3.179100E-06
6.930000E+00,3.201300E-06
6.940000E+00,3.223600E-06
6.950000E+00,3.246100E-06
6.960000E+00,3.268800E-06
6.970000E+00,3.291600E-06
6.980000E+00,3.314600E-06
6.990000E+00,3.337900E-06
7.000000E+00,3.361300E-06
7.010000E+00,3.384900E-06
7.020000E+00,3.408600E-06
7.030000E+00,3.432600E-06
7.040000E+00,3.456800E-06
7.050000E+00,3.481200E-06
7.060000E+00,3.505700E-06
7.070000E+00,3.530500E-06
7.080000E+00,3.555500E-06
7.090000E+00,3.580700E-06
7.100000E+00,3.606100E-06
7.110000E+00,3.631700E-06
7.120000E+00,3.657500E-06
7.130000E+00,3.683500E-06
7.140000E+00,3.709800E-06
7.150000E+00,3.736300E-06
7.160000E+00,3.763000E-06
7.170000E+00,3.789900E-06
7.180000E+00,3.817100E-06
7.190000E+00,3.844500E-06
7.200000E+00,3.872200E-06
7.210000E+00,3.900100E-06
7.220000E+00,3.928200E-06
7.230000E+00,3.956600E-06
7.240000E+00,3.985200E-06
7.250000E+00,4.014100E-06
7.260000E+00,4.043200E-06
7.270000E+00,4.072600E-06
7.280000E+00,4.102300E-06
7.290000E+00,4.132300E-06
7.300000E+00,4.162500E-06
7.310000E+00,4.193000E-06
7.320000E+00,4.223700E-06
7.330000E+00,4.254800E-06
7.340000E+00,4.286200E-06
7.350000E+00,4.317800E-06
7.360000E+00,4.349700E-06
7.370000E+00,4.382000E-06
7.380000E+00,4.414500E-06
7.390000E+00,4.447400E-06
7.400000E+00,4.480600E-06
7.410000E+00,4.514100E-06
7.420000E+00,4.547900E-06
7.430000E+00,4.582000E-06
7.440000E+00,4.616500E-06
7.450000E+00,4.651300E-06
7.460000E+00,4.686500E-06
7.470000E+00,4.722100E-06
7.480000E+00,4.757900E-06
7.490000E+00,4.794200E-06
7.500000E+00,4.830800E-06
7.510000E+00,4.867800E-06
7.520000E+00,4.905200E-06
7.530000E+00,4.943000E-06
7.540000E+00,4.981200E-06
7.550000E+00,5.019700E-06
7.560000E+00,5.058700E-06
7.570000E+00,5.098100E-06
7.580000E+00,5.137900E-06
7.590000E+00,5.178200E-06
7.600000E+00,5.218900E-06
7.610000E+00,5.260100E-06
7.620000E+00,5.301700E-06
7.630000E+00,5.343800E-06
7.640000E+00,5.386300E-06
7.650000E+00,5.429400E-06
7.660000E+00,5.472900E-06
7.670000E+00,5.516900E-06
7.680000E+00,5.561500E-06
7.690000E+00,5.606600E-06
7.700000E+00,5.652200E-06
7.710000E+00,5.698300E-06
7.720000E+00,5.745100E-06
7.730000E+00,5.792400E-06
7.740000E+00,5.840200E-06
7.750000E+00,5.888700E-06
7.760000E+00,5.937800E-06
7.770000E+00,5.987500E-06
7.780000E+00,6.037800E-06
7.790000E+00,6.088800E-06
7.800000E+00,6.140500E-06
7.810000E+00,6.192800E-06
7.820000E+00,6.245800E-06
7.830000E+00,6.299600E-06
7.840000E+00,6.354000E-06
7.850000E+00,6.409300E-06
7.860000E+00,6.465200E-06
7.870000E+00,6.522000E-06
7.880000E+00,6.579600E-06
7.890000E+00,6.638000E-06
7.900000E+00,6.697300E-06
7.910000E+00,6.757400E-06
7.920000E+00,6.818400E-06
7.930000E+00,6.880400E-06
7.940000E+00,6.943300E-06
7.950000E+00,7.007100E-06
7.960000E+00,7.072000E-06
7.970000E+00,7.137900E-06
7.980000E+00,7.204800E-06
7.990000E+00,7.272900E-06
8.000000E+00,7.342000E-06
8.010000E+00,7.412300E-06
8.020000E+00,7.483800E-06
8.030000E+00,7.556600E-06
8.040000E+00,7.630600E-06
8.050000E+00,7.705900E-06
8.060000E+00,7.782500E-06
8.070000E+00,7.860600E-06
8.080000E+00,7.940000E-06
8.090000E+00,8.021000E-06
8.100000E+00,8.103500E-06
8.110000E+00,8.187700E-06
8.120000E+00,8.273400E-06
8.130000E+00,8.360900E-06
8.140000E+00,8.450200E-06
8.150000E+00,8.541300E-06
8.160000E+00,8.634300E-06
8.170000E+00,8.729300E-06
8.180000E+00,8.826300E-06
8.190000E+00,8.925500E-06
8.200000E+00,9.027000E-06
8.210000E+00,9.130700E-06
8.220000E+00,9.236900E-06
8.230000E+00,9.345600E-06
8.240000E+00,9.456900E-06
8.250000E+00,9.571000E-06
8.260000E+00,9.687900E-06
8.270000E+00,9.807800E-06
8.280000E+00,9.930900E-06
8.290000E+00,1.005720E-05
8.300000E+00,1.018700E-05
8.310000E+00,1.032040E-05
8.320000E+00,1.045750E-05
8.330000E+00,1.059860E-05
8.340000E+00,1.074390E-05
8.350000E+00,1.089350E-05
8.360000E+00,1.104780E-05
8.370000E+00,1.120690E-05
8.380000E+00,1.137110E-05
8.390000E+00,1.154080E-05
8.400000E+00,1.171610E-05
8.410000E+00,1.189750E-05
8.420000E+00,1.208530E-05
8.430000E+00,1.227980E-05
8.440000E+00,1.248150E-05
8.450000E+00,1.269090E-05
8.460000E+00,1.290830E-05
8.470000E+00,1.313440E-05
8.480000E+00,1.336960E-05
8.490000E+00,1.361460E-05
8.500000E+00,1.387010E-05
8.510000E+00,1.413680E-05
8.520000E+00,1.441540E-05
8.530000E+00,1.470680E-05
8.540000E+00,1.501200E-05
8.550000E+00,1.533210E-05
8.560000E+00,1.566800E-05
8.570000E+00,1.602110E-05
8.580000E+00,1.639280E-05
8.590000E+00,1.678450E-05
8.600000E+00,1.719790E-05
8.610000E+00,1.763480E-05
8.620000E+00,1.809730E-05
8.630000E+00,1.858770E-05
8.640000E+00,1.910840E-05
8.650000E+00,1.966230E-05
8.660000E+00,2.025250E-05
8.670000E+00,2.088250E-05
8.680000E+00,2.155630E-05
8.690000E+00,2.227820E-05
8.700000E+00,2.305330E-05
8.710000E+00,2.388730E-05
8.720000E+00,2.478640E-05
8.730000E+00,2.575790E-05
8.740000E+00,2.681010E-05
8.750000E+00,2.795240E-05
8.760000E+00,2.919540E-05
8.770000E+00,3.055150E-05
8.780000E+00,3.203480E-05
8.790000E+00,3.366160E-05
8.800000E+00,3.545050E-05
8.810000E+00,3.742310E-05
8.820000E+00,3.960450E-05
8.830000E+00,4.202350E-05
8.840000E+00,4.471360E-05
8.850000E+00,4.771330E-05
8.860000E+00,5.106730E-05
8.870000E+00,5.482670E-05
8.880000E+00,5.904970E-05
8.890000E+00,6.380240E-05
8.900000E+00,6.915760E-05
8.910000E+00,7.519450E-05
8.920000E+00,8.199530E-05
8.930000E+00,8.963970E-05
8.940000E+00,9.819530E-05
8.950000E+00,1.077024E-04
8.960000E+00,1.181511E-04
8.970000E+00,1.294492E-04
8.980000E+00,1.413841E-04
8.990000E+00,1.535815E-04
9.000000E+00,1.654780E-04
9.010000E+00,1.763270E-04
9.020000E+00,1.852634E-04
9.030000E+00,1.914371E-04
9.040000E+00,1.941939E-04
9.050000E+00,1.932427E-04
9.060000E+00,1.887359E-04
9.070000E+00,1.812232E-04
9.080000E+00,1.715039E-04
9.090000E+00,1.604435E-04
9.100000E+00,1.488247E-04
9.110000E+00,1.372637E-04
9.120000E+00,1.261894E-04
9.130000E+00,1.158624E-04
9.140000E+00,1.064125E-04
9.150000E+00,9.787770E-05
9.160000E+00,9.023720E-05
9.170000E+00,8.343640E-05
9.180000E+00,7.740370E-05
9.190000E+00,7.206200E-05
9.200000E+00,6.733500E-05
9.210000E+00,6.315100E-05
9.220000E+00,5.944450E-05
9.230000E+00,5.615710E-05
9.240000E+00,5.323720E-05
9.250000E+00,5.063940E-05
9.260000E+00,4.832460E-05
9.270000E+00,4.625830E-05
9.280000E+00,4.441110E-05
9.290000E+00,4.275720E-05
9.300000E+00,4.127440E-05
9.310000E+00,3.994320E-05
